comparacoes, movimentacoes
508, 115
757, 114
561, 115
506, 115
598, 117
570, 112
556, 116
549, 116
585, 114
528, 115
556, 111
656, 113
531, 110
719, 110
542, 112
517, 115
627, 110
566, 109
644, 115
592, 112
575, 117
561, 116
602, 113
543, 112
563, 111
590, 115
635, 111
507, 112
516, 116
507, 115
