comparacoes, movimentacoes
152837, 11636
134140, 11648
139911, 11687
148049, 11669
154214, 11688
145487, 11637
148639, 11704
144459, 11642
131819, 11659
152424, 11673
142623, 11664
139770, 11661
143176, 11688
157394, 11634
134586, 11651
144579, 11652
145229, 11666
154000, 11648
146154, 11700
146705, 11665
138291, 11628
142157, 11691
145122, 11672
140532, 11646
153925, 11670
144446, 11685
144923, 11655
145791, 11702
141614, 11639
144806, 11653
