comparacoes, movimentacoes
9436, 1168
9491, 1162
10711, 1157
10239, 1160
9202, 1167
10697, 1157
11706, 1156
10538, 1165
10578, 1154
9898, 1159
10075, 1155
10305, 1171
10535, 1167
11095, 1155
9492, 1167
9031, 1158
10940, 1169
9526, 1150
9512, 1171
9822, 1161
10269, 1175
10768, 1166
10232, 1161
9639, 1169
9748, 1171
9869, 1162
9746, 1149
9430, 1158
9664, 1173
9753, 1151
