comparacoes, movimentacoes
499474, 999
499474, 999
499474, 999
499474, 999
499474, 999
499474, 999
499474, 999
499474, 999
499474, 999
499474, 999
499474, 999
499474, 999
499474, 999
499474, 999
499474, 999
499474, 999
499474, 999
499474, 999
499474, 999
499474, 999
499474, 999
499474, 999
499474, 999
499474, 999
499474, 999
499474, 999
499474, 999
499474, 999
499474, 999
499474, 999
