comparacoes, movimentacoes
153792, 6696
151249, 6674
147584, 6677
152668, 6653
152193, 6687
169020, 6686
151809, 6629
161187, 6673
160367, 6672
148330, 6647
161900, 6643
155119, 6681
163271, 6672
157933, 6639
149992, 6625
153040, 6652
154501, 6682
154784, 6656
166728, 6683
154663, 6648
160374, 6683
172173, 6675
149049, 6665
150788, 6666
157006, 6668
153062, 6674
162924, 6689
159753, 6687
150602, 6653
149705, 6683
