440, 203
443, 190
667, 186
536, 191
439, 203
465, 191
482, 187
412, 202
553, 189
413, 194
490, 192
443, 194
515, 195
456, 191
499, 187
449, 195
540, 187
429, 200
410, 193
420, 205
485, 194
665, 183
487, 187
491, 179
607, 187
623, 182
421, 198
440, 192
469, 189
405, 199
