comparacoes, movimentacoes
6996, 1010
6996, 1010
6996, 1010
6996, 1010
6996, 1010
6996, 1010
6996, 1010
6996, 1010
6996, 1010
6996, 1010
6996, 1010
6996, 1010
6996, 1010
6996, 1010
6996, 1010
6996, 1010
6996, 1010
6996, 1010
6996, 1010
6996, 1010
6996, 1010
6996, 1010
6996, 1010
6996, 1010
6996, 1010
6996, 1010
6996, 1010
6996, 1010
6996, 1010
6996, 1010
