comparacoes, movimentacoes
4950, 99
4950, 99
4950, 99
4950, 99
4950, 99
4950, 99
4950, 99
4950, 99
4950, 99
4950, 99
4950, 99
4950, 99
4950, 99
4950, 99
4950, 99
4950, 99
4950, 99
4950, 99
4950, 99
4950, 99
4950, 99
4950, 99
4950, 99
4950, 99
4950, 99
4950, 99
4950, 99
4950, 99
4950, 99
4950, 99
