comparacoes, movimentacoes
114066, 34797
115249, 34584
128853, 34342
124420, 34443
123202, 34323
122769, 34355
112833, 34613
132282, 33992
116479, 34406
120224, 34423
117084, 34475
141736, 34095
125293, 34409
117919, 34694
121378, 34777
125952, 34459
122621, 34299
118885, 34260
133160, 33908
128674, 34227
119795, 34398
120862, 34369
131097, 34049
126357, 34394
121787, 34553
125246, 34350
117916, 34483
129682, 34156
133763, 33998
129313, 34339
