comparacoes, movimentacoes
8954, 2670
8752, 2687
8417, 2673
8622, 2712
8173, 2708
9334, 2686
8474, 2677
8553, 2656
9106, 2644
7401, 2760
9309, 2651
7894, 2695
7929, 2745
9893, 2626
9023, 2672
9113, 2634
9482, 2653
8283, 2675
8270, 2697
8257, 2679
8524, 2641
10566, 2614
8798, 2661
8304, 2691
7989, 2674
8185, 2669
9635, 2643
7659, 2704
9827, 2646
8435, 2661
