comparacoes, movimentacoes
113631, 5904
113631, 5904
113631, 5904
113631, 5904
113631, 5904
113631, 5904
113631, 5904
113631, 5904
113631, 5904
113631, 5904
113631, 5904
113631, 5904
113631, 5904
113631, 5904
113631, 5904
113631, 5904
113631, 5904
113631, 5904
113631, 5904
113631, 5904
113631, 5904
113631, 5904
113631, 5904
113631, 5904
113631, 5904
113631, 5904
113631, 5904
113631, 5904
113631, 5904
113631, 5904
