comparacoes, movimentacoes
10949, 679
11615, 664
11068, 674
10928, 663
11434, 661
12159, 677
10398, 674
11362, 669
10406, 671
11514, 659
12223, 662
10814, 663
10737, 671
12093, 675
11174, 673
12273, 672
11070, 668
11334, 675
9975, 667
11078, 656
10144, 662
10488, 658
11341, 669
11501, 675
11410, 675
10973, 663
11534, 677
10495, 669
12026, 669
11570, 668
