comparacoes, movimentacoes
705, 65
796, 67
650, 67
639, 67
600, 63
667, 64
820, 67
623, 65
644, 66
608, 67
651, 70
555, 65
599, 67
735, 69
616, 71
617, 67
825, 70
753, 69
649, 60
579, 68
637, 61
644, 68
577, 66
627, 66
656, 69
676, 67
651, 62
808, 68
639, 64
601, 65
