comparacoes, movimentacoes
153189, 6667
160438, 6682
147594, 6657
158090, 6654
162166, 6698
171857, 6674
148425, 6649
148486, 6673
149783, 6689
159591, 6679
153002, 6654
158776, 6648
155281, 6670
152911, 6652
150415, 6673
158930, 6649
180124, 6669
147734, 6655
160758, 6679
154191, 6672
150547, 6662
161712, 6632
161282, 6683
183106, 6653
160690, 6709
147669, 6641
159096, 6686
152911, 6665
156785, 6656
161237, 6670
