comparacoes, movimentacoes
11172, 664
11146, 674
12064, 669
10162, 659
11299, 665
12712, 681
11314, 663
11836, 662
10986, 672
10565, 681
11342, 675
10519, 675
10364, 679
11227, 673
10341, 674
10727, 672
10309, 666
9904, 669
10723, 670
10852, 670
12202, 665
11921, 678
10073, 671
11346, 663
10220, 668
11249, 678
11675, 674
10455, 664
10808, 668
10986, 658
