comparacoes, movimentacoes
117962, 34114
102304, 34769
104422, 34548
100739, 34936
95582, 34989
101180, 34968
112082, 34356
108947, 34282
107220, 34632
112364, 34425
98889, 34894
109701, 34755
95133, 35060
106587, 34705
104080, 34651
102879, 34775
106048, 34656
106906, 34519
111825, 34584
114821, 34315
104431, 34870
103242, 34727
106949, 34568
95078, 34989
99076, 34822
114908, 34186
102455, 34822
109609, 34746
115408, 34270
98767, 34853
