comparacoes, movimentacoes
396, 196
478, 193
476, 187
417, 190
339, 195
458, 188
354, 205
355, 204
426, 194
393, 193
344, 190
422, 191
387, 194
469, 185
478, 188
447, 196
639, 188
425, 188
388, 200
527, 186
373, 197
394, 192
435, 192
332, 201
376, 196
407, 198
447, 186
372, 195
527, 190
466, 187
